uhq_id,uhq_title,uhq_link,title,title_link,author,author_link,type,year,publisher,publisher_tag,metadata,citation_num,citation_link,sample_text
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",Warfare and expansion: An ethnohistoric perspective on the Numic spread,https://books.google.com/books?hl=en&lr=&id=51mTDAAAQBAJ&oi=fnd&pg=PA149&ots=wz5D-KFrUZ&sig=voTZCf60Ocq7NpD9rACZ-7EDOfc,"<a href=""/citations?user=9xpvPzAAAAAJ&amp;hl=en&amp;oi=sra"">MQ Sutton</a>",https://scholar.google.com/citations?user=9xpvPzAAAAAJ&hl=en&oi=sra,BOOK CHAPTER,2016,Routledge,books.google.com,"MQ Sutton - Violence and warfare among hunter-gatherers, 2016 - books.google.com",8,"https://scholar.google.com/scholar?cites=6938834895836059534&as_sdt=5,45&sciodt=0,45&hl=en","I n 1958, Sydney Lamb proposed that Numic populations had spread across the Great Basin in comparatively recent times (after ca. ad 1000), presumably supplanting earlier inhabitants …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", Santos: enduring images of northern New Mexican village churches,https://www.jstor.org/stable/pdf/j.ctt46nw41.5.pdf,MR Cash,,BOOK,1999,University Press of Colorado,JSTOR,"MR Cash, MR Cash - 1999 - JSTOR",8,"https://scholar.google.com/scholar?cites=1981275982208231661&as_sdt=5,45&sciodt=0,45&hl=en","Richly illustrated with examples of eighteenth-and nineteenth-century art from northern New Mexico's village churches, Santos is an in-depth investigation into the artistic heritage of the …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", Rio Arriba: A New Mexico County,javascript:void(0),RJ Torrez,,BOOK,2010,Rio Grande Books,BookBaby,"RJ Torrez, R Trapp - 2010 - BookBaby",8,"https://scholar.google.com/scholar?cites=6125152397548412030&as_sdt=5,45&sciodt=0,45&hl=en",
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en"," Paleoecological interpretation of the diatom succession in the recent sediments of Utah Lake, Utah.",https://search.proquest.com/openview/69f71b128869e34014ea10c9a732cd17/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y,RF Bolland,,THESIS/DISSERTATION,1974,University of Utah,search.proquest.com,RF Bolland - 1974 - search.proquest.com,8,"https://scholar.google.com/scholar?cites=7863688665393082692&as_sdt=5,45&sciodt=0,45&hl=en",Much can be learned concerning the developmental history of a body of water by analyzing the presence and succession of limnologically important microfossils in lake sediments …
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", Butch Cassidy was Here: Historic Inscriptions of the Colorado Plateau,javascript:void(0),JH Knipmeyer,,BOOK,2002,University of Utah Press,Press,JH Knipmeyer - 2002 - University of Utah Press,8,"https://scholar.google.com/scholar?cites=10252858065764786294&as_sdt=5,45&sciodt=0,45&hl=en",
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", Canyonlands National Park: Early History and First Descriptions: an Illustrated Guide to the Study and Appreciation of the Early History of Canyonlands …,https://digitalcommons.usu.edu/crc_research/330/,FA Barnes,,BOOK CHAPTER,1988,Canyon Country Publications,digitalcommons.usu.edu,FA Barnes - 1988 - digitalcommons.usu.edu,8,"https://scholar.google.com/scholar?cites=15823790597564907467&as_sdt=5,45&sciodt=0,45&hl=en","""Canyonlands National Park : Early History and First Descriptions : an "" by FA Barnes Home 
Search Browse Collections My Account About DC Network Digital Commons Network™ Skip …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",A Historical Analysis and Synthesis of Grand Canyon Archaeology,https://www.cambridge.org/core/journals/american-antiquity/article/historical-analysis-and-synthesis-of-grand-canyon-archaeology/EFA483181F53ECC1299D49B73F50BFD7,DW Schwartz,,ARTICLE,1966,American Antiquity,cambridge.org,"DW Schwartz - American Antiquity, 1966 - cambridge.org",7,"https://scholar.google.com/scholar?cites=12729843923075429441&as_sdt=5,45&sciodt=0,45&hl=en",This historically oriented description of the development of archaeological research and conceptualization in the area of Grand Canyon National Park begins with the contributions …
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", The Hesitant Beginnings of the Catholic Church in Utah,https://scholarlypublishingcollective.org/uip/uhq/article-abstract/36/1/41/207680,J Stoffel,,ARTICLE,1968,Utah Historical Quarterly,scholarlypublishingcollective.org,"J Stoffel - Utah Historical Quarterly, 1968 - scholarlypublishingcollective.org",7,"https://scholar.google.com/scholar?cites=6576314390710440407&as_sdt=5,45&sciodt=0,45&hl=en","In 1776 an expedition of Catholic priests and laymen penetrated to the heart of the Great Basin with an eye to mission settlements as well as an overland route. Yet, nearly a century …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en","Archaeology and archaeobotany of Southern Paiute horticulture in the St. George Basin, southwestern Utah",https://www.tandfonline.com/doi/abs/10.1179/kiv.2008.73.4.003,"<a href=""/citations?user=m07dJHYAAAAJ&amp;hl=en&amp;oi=sra"">JR Allison</a>",https://scholar.google.com/citations?user=m07dJHYAAAAJ&hl=en&oi=sra,ARTICLE,2008,Journal of Southwestern Anthropology and History,Francis,"JR Allison, CM Meegan, S SABRINA MURRAY - Kiva, 2008 - Taylor & Francis",7,"https://scholar.google.com/scholar?cites=7889903420308415375&as_sdt=5,45&sciodt=0,45&hl=en","Although ethnographic descriptions of the Southern Paiute usually portray them as hunter-gatherers who only dabbled with farming, historic records demonstrate that Paiutes were …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",Historic distribution and abundance of bison in the Rocky Mountains of the United States,https://arc.lib.montana.edu/ojs/index.php/IJS/article/view/658/508,JAA Bailey,,ARTICLE,2016,Intermountain Journal of Sciences,arc.lib.montana.edu,"JAA Bailey - Intermountain Journal of Sciences, 2016 - arc.lib.montana.edu",6,"https://scholar.google.com/scholar?cites=1556796870275820185&as_sdt=5,45&sciodt=0,45&hl=en",Scant public awareness of the early distribution and abundance of bison (Bison bison) in the Rocky Mountains of the United States inhibits discussion of possible restoration of wild …
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en","History of Great Basin anthropological research, 1776-1979",https://escholarship.org/content/qt1x152582/qt1x152582.pdf,DD Fowler,,ARTICLE,1980,Journal of California and Great Basin Anthropology,JSTOR,"DD Fowler - Journal of California and Great Basin Anthropology, 1980 - JSTOR",6,"https://scholar.google.com/scholar?cites=11769140055908587703&as_sdt=5,45&sciodt=0,45&hl=en","COLLECTION of information on indige nous Great Basin peoples and cultures began in 1776 (Bolton 1950). However, it was not until the 1860's that any sort of systematic research …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",The cattle industry of Utah 1850-1900: An historical profile,https://www.jstor.org/stable/45058427,DD Walker,,ARTICLE,1964,Utah Historical Quarterly,JSTOR,"DD Walker - Utah Historical Quarterly, 1964 - JSTOR",6,"https://scholar.google.com/scholar?cites=12885710306070094327&as_sdt=5,45&sciodt=0,45&hl=en","The first cattle into Utah were probably those driven along the route of exploration by the Escalante party, cattle to supplement the food transported on mule-back and to furnish fresh …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", Utah's Ethnic Minorities: A Survey,https://scholarlypublishingcollective.org/uip/uhq/article-abstract/40/3/210/207615,RO Ulibarri,,ARTICLE,1972,Utah Historical Quarterly,scholarlypublishingcollective.org,"RO Ulibarri - Utah Historical Quarterly, 1972 - scholarlypublishingcollective.org",6,"https://scholar.google.com/scholar?cites=15104083643526892228&as_sdt=5,45&sciodt=0,45&hl=en","Dr. Ulibarri is director of the Institute of Ethnic Studies at Weber State College. He received that institution's first Honors Lecture Award for his paper"" The Negro Legacy in America."" In …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", Prehistoric settlement in the Moapa Valley,javascript:void(0),JW Clark,,BOOK,1984,Nevada State Museum,Museum,JW Clark - 1984 - Nevada State Museum,5,"https://scholar.google.com/scholar?cites=16987345949017119331&as_sdt=5,45&sciodt=0,45&hl=en",
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en","Castle Valley, America",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1106&context=usupress_pubs,N Taniguchi,,BOOK,2004,Utah State University Press,digitalcommons.usu.edu,N Taniguchi - 2004 - digitalcommons.usu.edu,4,"https://scholar.google.com/scholar?cites=5410542986398460158&as_sdt=5,45&sciodt=0,45&hl=en","This is American history told through the stories of an atypical, for Utah, region. Castle Valley is roughly conterminous with two counties, Carbon and Emery, which together formed a …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", Continuity and change in the Navajo community of Canyons del Muerto and de Chelly,https://search.proquest.com/openview/05fbc0941543cdbccd63500cb673e722/1?pq-origsite=gscholar&cbl=18750,TE Travis,,THESIS/DISSERTATION,2007,Arizona State University,search.proquest.com,TE Travis - 2007 - search.proquest.com,4,"https://scholar.google.com/scholar?cites=17198108138174611139&as_sdt=5,45&sciodt=0,45&hl=en","Canyon de Chelly is located in northeastern Arizona in the heart of the Navajo homeland and its name is derived from the Spanish pronunciation of the Navajo word Tséyi', which …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", Museum collections and ethnographic reconstruction: examples from the Great Basin,https://nyaspubs.onlinelibrary.wiley.com/doi/abs/10.1111/j.1749-6632.1981.tb28168.x,DD Fowler,,ARTICLE,1981,Annals of the New York Academy of Sciences,Library,"DD Fowler, CS Fowler - Annals of the New York Academy of …, 1981 - Wiley Online Library",4,"https://scholar.google.com/scholar?cites=10198182984890547463&as_sdt=5,45&sciodt=0,45&hl=en","I ethnographic research did not get underway until roughly 1930. By this time, Great Basin Native Americans had been living on reservations for from 50 to 75 years. During that time …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en"," Copper Mining in Santa Rita, New Mexico, 1801-1838",https://books.google.com/books?hl=en&lr=&id=EaB7KQBBKk0C&oi=fnd&pg=PA9&ots=fk8Mm3CePG&sig=R0oTA4K4rbyOazKYGjHhuuyEvOU,HJ Lundwall,,BOOK,2012,Sunstone Press,books.google.com,"HJ Lundwall, TM Humble - 2012 - books.google.com",4,"https://scholar.google.com/scholar?cites=18355610630046650656&as_sdt=5,45&sciodt=0,45&hl=en",""" Santa Rita del Cobre"" is the story of the formative years (1801-1838) of a remarkable mine in southwestern New Mexico that has produced copper for more than 200 years. Records of …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",Dance brings about everything: Dance power in the ideologies of Northern Utes of the Uintah and Ouray Reservation and predominantly Mormon Anglos of an …,https://search.proquest.com/openview/636b58c433c474b58fc62eb595428674/1?pq-origsite=gscholar&cbl=18750&diss=y,MS Reynolds,,THESIS/DISSERTATION,1990,"University of California, Irvine",search.proquest.com,MS Reynolds - 1990 - search.proquest.com,4,"https://scholar.google.com/scholar?cites=9631481744243111272&as_sdt=5,45&sciodt=0,45&hl=en","This dissertation is a cross-cultural examination of the dance ideologies of Northern Utes of the Uintah and Ouray Reservation in northeast Utah, and Mormon and non-Mormon Anglo …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en"," Indian lands, American landscapes: Toward a genealogy of place in national parks",https://search.proquest.com/openview/4c552adff1f0eeac9b2b0509d551897e/1?pq-origsite=gscholar&cbl=18750&diss=y,TW Horton,,BOOK,2003,Arizona State University,search.proquest.com,TW Horton - 2003 - search.proquest.com,3,"https://scholar.google.com/scholar?cites=13798113495391734795&as_sdt=5,45&sciodt=0,45&hl=en","Abstract In his Remembrance of Things Past, Marcel Proust declared that “[T] he real voyage of discovery consists not in seeking new landscapes, but in having new eyes.” Perhaps …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en"," Naming of the Green, Sevier, and Virgin Rivers",https://scholarlypublishingcollective.org/uip/uhq/article-abstract/29/2/136/208376,RW Leigh,,ARTICLE,1961,Utah Historical Quarterly,scholarlypublishingcollective.org,"RW Leigh - Utah Historical Quarterly, 1961 - scholarlypublishingcollective.org",3,"https://scholar.google.com/scholar?cites=4208893851880971685&as_sdt=5,45&sciodt=0,45&hl=en","The thesis of this paper is that the names of the Green, Sevier, and Virgin rivers have their genesis in these original Spanish names respectively: Rio Verde, Rio Severo, and Rio de la …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",La defensa y consolidación de las fronteras en el Septentrión novohispano: Geografía y desarrollos cartográficos (1759-1788),https://uvadoc.uva.es/bitstream/handle/10324/46679/LaDefensaYConsolidacionDeLasFronterasEnElSeptentrionNovohispano.pdf?sequence=1&isAllowed=y,JM Porro,,ARTICLE,2011,Anuario de Estudios Americanos,uvadoc.uva.es,"JM Porro Gutiérrez - Anuario de Estudios Americanos, 2011 - uvadoc.uva.es",5,"https://scholar.google.com/scholar?cites=4948815285913706574&as_sdt=5,45&sciodt=0,45&hl=en","Planteamos en este trabajo la situación de la frontera septentrional en Nueva España durante el reinado de Carlos III, centrándonos en los aspectos relativos a su exploración …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",The Vanishing Inscription,https://www.jstor.org/stable/40170133,GC Baldwin,,ARTICLE,1999,Journal of the Southwest,JSTOR,"GC Baldwin - Journal of the Southwest, 1999 - JSTOR",2,"https://scholar.google.com/scholar?cites=11070559199650199777&as_sdt=5,45&sciodt=0,45&hl=en","Surveying in November 1884 in northern Arizona, Harry L. Baldwin was astonished to see an"" inscription bearing the date 1776 an some Spanish names"" on a sandstone outcrop …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", Allocating scarcity: Water in the desert viewed by Spanish padres and the Animas-La Plata Project,https://search.proquest.com/openview/f1f902a28dc917353517900f86b69eb4/1?pq-origsite=gscholar&cbl=18750&diss=y,SS Allen,,THESIS/DISSERTATION,1997,University of Colorado at Denver,search.proquest.com,SS Allen - 1997 - search.proquest.com,2,"https://scholar.google.com/scholar?cites=6033494241263907987&as_sdt=5,45&sciodt=0,45&hl=en",This thesis will illuminate patterns of modern attitudes toward nature that originate two hundred years in the past. It compares and contrasts 18th century Spanish views of nature in …
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en"," Nuwuvi, a Southern Paíute History",javascript:void(0),Inter-Tribal Council,,BOOK,1976,Tribal Council of Nevada,Nevada,Inter-Tribal Council of Nevada - 1976 - Inter-Tribal Council of Nevada,2,"https://scholar.google.com/scholar?cites=17641000056281728486&as_sdt=5,45&sciodt=0,45&hl=en",
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",Before the West Was West,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1299&context=unpresssamples,AT Hamilton,,BOOK,2014,University of Nebraska Press,digitalcommons.unl.edu,"AT Hamilton, TJ Hillard - 2014 - digitalcommons.unl.edu",2,"https://scholar.google.com/scholar?cites=6663629376566889810&as_sdt=5,45&sciodt=0,45&hl=en","Before the West Was West Page 1 University of Nebraska - Lincoln DigitalCommons@University 
of Nebraska - Lincoln University of Nebraska Press -- Sample Books and Chapters University of …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", Historic Glen Canyon,https://collections.lib.utah.edu/dl_files/43/aa/43aaaa29f2fa897b01a9d85359216865d2f6b38b.pdf,CG Crampton,,ARTICLE,1960,Utah Historical Quarterly,collections.lib.utah.edu,"CG Crampton - Utah Historical Quarterly, 1960 - collections.lib.utah.edu",1,"https://scholar.google.com/scholar?cites=13303052701412463718&as_sdt=5,45&sciodt=0,45&hl=en",The siren charms of the Grand Canyon are so powerful as to have left neglected the other great gorges of the Colorado stretching out in a line through Arizona and Utah into …
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",Pah hu wichi (From Big Spring Running Down): Big Spring Ethnographic Assessment US 95 Corridor Study,https://repository.arizona.edu/bitstream/handle/10150/278952/azu_stoffle_big_springs_w.pdf?sequence=1,RW Stoffle,,BOOK,1998,Nevada Department of Transportation,repository.arizona.edu,"RW Stoffle, F Pittaluga, TG Earnest, A Eisenberg… - 1998 - repository.arizona.edu",1,"https://scholar.google.com/scholar?cites=6798618243094277661&as_sdt=5,45&sciodt=0,45&hl=en",This report is the outcome of the efforts of many individuals. The authors would like to express their sincere appreciation to Dr. John W. Hohmann (Principal Investigator and Chief …
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", Between Mountain and Lake: An Urban Mormon Country,https://keep.lib.asu.edu/_flysystem/fedora/c7/144751/Andersen_asu_0010E_15454.pdf,R Andersen,,THESIS/DISSERTATION,2015,Arizona State University,search.proquest.com,R Andersen - 2015 - search.proquest.com,1,"https://scholar.google.com/scholar?cites=2286960123861644331&as_sdt=5,45&sciodt=0,45&hl=en","Abstract In"" Between Mountain and Lake: an Urban Mormon Country"", I identify a uniquely Mormon urban tradition that transcends simple village agrarianism. This tradition …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en"," Colorado's 'island community': Irrigation and industrial agriculture in Colorado's Grand Valley, 1882–1920",https://shareok.org/bitstream/handle/11244/277/3004870.PDF?sequence=1,BF Raley,,THESIS/DISSERTATION,2001,University of Oklahoma,search.proquest.com,BF Raley - 2001 - search.proquest.com,1,"https://scholar.google.com/scholar?cites=17917378048653860841&as_sdt=5,45&sciodt=0,45&hl=en","After the US Army removed the Utes from Western Colorado, white settlers quickly moved in and settled the Grand Valley. Early residents realized that, to survive in the arid valley, they …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",Passive resistance: Hopi responses to Spanish contact and conquest,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315255934-3/passive-resistance-hopi-responses-spanish-contact-conquest-charles-adams,EC Adams,,BOOK CHAPTER,2017,Routledge,taylorfrancis.com,"EC Adams - European Intruders and Changes in Behaviour and …, 2017 - taylorfrancis.com",1,"https://scholar.google.com/scholar?cites=15974468576709367453&as_sdt=5,45&sciodt=0,45&hl=en",The Hopi are the westernmost group of the Pueblo Indians. They speak a Uto-Aztecan language and inhabit the arid Colorado Plateau of northeastern Arizona in villages located …
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",Indian Country,https://www.jstor.org/stable/45059595,CG GRAMPTON,,ARTICLE,1971,Utah Historical Quarterly,JSTOR,"CG GRAMPTON - Utah Historical Quarterly, 1971 - JSTOR",1,"https://scholar.google.com/scholar?cites=13005421010488969409&as_sdt=5,45&sciodt=0,45&hl=en",GUEST EDITOR s. f this issue of the Utah Historical Quarterly is devoted to the history of the aboriginal peoples who once ranged over the wide sweep of rough country from Great Salt …
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",The Process of Farming Diffusion in the Southwest and Great Basin,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315255934-6/process-farming-diffusion-southwest-great-basin-joseph-winter,JC Winter,,BOOK CHAPTER,2017,Routledge,taylorfrancis.com,"JC Winter - European Intruders and Changes in Behaviour and …, 2017 - taylorfrancis.com",No citation count,https://scholar.google.comNo citation count,"This chapter presents a model to explain the"" diffusion"" of farming. Rather than viewing it as merely the addition of plant cultivation onto a foraging base. It suggests that the spread of …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",WE LIVE BY THEM,https://books.google.com/books?hl=en&lr=&id=qD2Z8Ng0pScC&oi=fnd&pg=PA99&ots=X8xFy32VoX&sig=VPz0Kh33MoilyCSNg5Ruv01bNPI,SF CATHERINE,,BOOK CHAPTER,2000,University of Oklahoma Press,books.google.com,"SF CATHERINE - Biodiversity and Native America, 2000 - books.google.com",No citation count,https://scholar.google.comNo citation count,"The phrase"" we live by them,"" often repeated by elderly Numic-speaking Great Basin Indian people in the 1960s and 1970s while I was doing ethnobiological fieldwork, was, I believe …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", Hopi Indian Kachina doll sculpture: Its sources and influences,https://search.proquest.com/openview/746f2a037588b6e6c9fd5b1df7e1780b/1?pq-origsite=gscholar&cbl=18750&diss=y,JK Slattum,,THESIS/DISSERTATION,1984,Union Institute,search.proquest.com,JK Slattum - 1984 - search.proquest.com,No citation count,https://scholar.google.comNo citation count,"INFORMATION TO USERS Page 1 INFORMATION TO USERS This manuscript has been 
reproduced from the microfilm master. UMI films the text directly from the original or copy …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en",An Historical Sketch of the Area,https://archives.datapages.com/data/uga/data/009/009001/1_ugs90001.htm,DE Miller,,ARTICLE,1959,Utah Geological Association,archives.datapages.com,DE Miller - 1959 - archives.datapages.com,No citation count,https://scholar.google.comNo citation count,The area under study has been the scene of many interesting and important historical events and developments. The first white men to enter it were members of the Dominguez …
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en", Singing stones: A naturalist in the Escalante Canyons,https://search.proquest.com/openview/959e7690d1f88ef6218980d6f0efbfe1/1?pq-origsite=gscholar&cbl=18750&diss=y,TL Fleischner,,THESIS/DISSERTATION,1998,Union Institute,search.proquest.com,TL Fleischner - 1998 - search.proquest.com,No citation count,https://scholar.google.comNo citation count,"Natural history--primarily descriptive and comparative, and based on direct observation--represents a comprehensive approach to understanding nature, including humans. In the …"
G0058,"Pageant in the wilderness: The Story of the Escalante Expedition to the Interior Basin, 1776: Including the Diary and Itinerary of Father Escalante Translated and …","https://scholar.google.com/scholar?cites=1248899113771239437&as_sdt=5,45&sciodt=0,45&hl=en","Warm sand: public policy and the uranium milling industry, 1948-1978",https://search.proquest.com/openview/3f5db916c369014605dbc5203c96912b/1?pq-origsite=gscholar&cbl=18750&diss=y,EW Mogren,,THESIS/DISSERTATION,1995,University of Michigan,search.proquest.com,EW Mogren - 1995 - search.proquest.com,No citation count,https://scholar.google.comNo citation count,"Warm sand: Public policy and the uranium milling industry, 1948-1978 Warm sand: Public policy 
and the uranium milling industry, 1948-1978 Abstract This dissertation analyzes the origins …"
